title,text,url,date,source,branch,processed_text,tokens
Marché Boursier - Marché Financier Marocain,"Pour cette toute première séance dont nous assurons la couverture, l'indice Masi de la Bourse de Casablanca a terminé en baisse de 0,83% à 10.340 points. Une baisse qui aurait pu être plus importante car en milieu de séance, il perdait plus de 1%. Il s'est ra",https://boursenews.ma/articles/marches/1637,2025-08-12 10:19:46.780644,Boursenews,,premiere seance assurer couverture indice masi bourse casablanca terminer baisse num num point baisse pouvoir important milieu seance perdre num rer,"['premiere', 'seance', 'assurer', 'couverture', 'indice', 'masi', 'bourse', 'casablanca', 'terminer', 'baisse', 'num', 'num', 'point', 'baisse', 'pouvoir', 'important', 'milieu', 'seance', 'perdre', 'num', 'rer']"
"Résultat de l'adjudication du 05 août : Souscription de BdT pour 2,91 milliards de dirhams","Un montant de 2,91 milliards de dirhams (MMDH) a été desservi face à une offre totale de 4,46 MMDH, lors de l'opération d'adjudication de bons du Trésor (BdT) de mardi, indique la Direction du Trésor et des Finances Extérieures (DTFE). Il s'agit de bons de 52 semaines et de 2 ans, respectivement de 500 millions de dirhams et 2,41 MMDH, avec des taux de 2,022% et 2,243%, précise la DTFE dans un communiqué. Le règlement de ces bons interviendra lundi prochain.","https://boursenews.ma/article/actualite/Marche-obligataire-souscription-de-BdT-pour-2,91-MMDH-adjudication-du-5-aout",2025-08-12 10:19:58.279636,Boursenews,,montant num milliard dirham mmdh desservir face offre total num mmdh operation adjudication bon tresor bdt direction tresor finance exterieure dtfe agir bon num semaine num an num million dirham num mmdh taux num num precise dtfe communique reglement bon intervenir,"['montant', 'num', 'milliard', 'dirham', 'mmdh', 'desservir', 'face', 'offre', 'total', 'num', 'mmdh', 'operation', 'adjudication', 'bon', 'tresor', 'bdt', 'direction', 'tresor', 'finance', 'exterieure', 'dtfe', 'agir', 'bon', 'num', 'semaine', 'num', 'an', 'num', 'million', 'dirham', 'num', 'mmdh', 'taux', 'num', 'num', 'precise', 'dtfe', 'communique', 'reglement', 'bon', 'intervenir']"
"Bank Al-Maghrib : Baisse du taux global des taux débiteurs à 4,84% au T2 2025","Les résultats de l’enquête de Bank Al-Maghrib (BAM) sur les taux débiteurs au titre du deuxième trimestre de 2025 font ressortir une baisse de 14 points de base du taux global à 4,84%, selon la banque centrale. Par objet économique, les taux se sont établis à 4,65% pour les facilités de trésorerie, à 4,83% pour les crédits à l’équipement, à 5,13% pour les prêts immobiliers et à 6,88% pour les crédits à la consommation, précise BAM. Par secteur institutionnel, le taux des crédits aux particuliers s’est situé à 5,77% et celui des prêts aux entreprises non financières à 4,72%. Pour le taux assortissant les crédits aux entreprises non financières privées, il s’est établi à 4,91%, avec un taux de 4,67% pour les GE et de 5,43% pour les TPME.",https://boursenews.ma/article/marches/Enquete-trimestrielle-de-Bank-Al-Maghrib-sur-les-taux-debiteurs-T2-2025,2025-08-12 10:20:19.377203,Boursenews,,resultat lenquete bank al maghrib bam taux debiteur titre deuxieme trimestre num faire ressortir baisse num point base taux global num banque central objet economiqu taux etablis num faciliter tresorerie num credit lequipement num pret immobilier num credit consommation bam secteur institutionnel taux credit particulier situer num pret entreprise financiere num taux assortir credit entreprise financiere priveer etabli num taux num ge num tpme,"['resultat', 'lenquete', 'bank', 'al', 'maghrib', 'bam', 'taux', 'debiteur', 'titre', 'deuxieme', 'trimestre', 'num', 'faire', 'ressortir', 'baisse', 'num', 'point', 'base', 'taux', 'global', 'num', 'banque', 'central', 'objet', 'economiqu', 'taux', 'etablis', 'num', 'faciliter', 'tresorerie', 'num', 'credit', 'lequipement', 'num', 'pret', 'immobilier', 'num', 'credit', 'consommation', 'bam', 'secteur', 'institutionnel', 'taux', 'credit', 'particulier', 'situer', 'num', 'pret', 'entreprise', 'financiere', 'num', 'taux', 'assortir', 'credit', 'entreprise', 'financiere', 'priveer', 'etabli', 'num', 'taux', 'num', 'ge', 'num', 'tpme']"
Trump augmente à 50% les droits de douane sur l’Inde,"Le président américain Donald Trump a annoncé, mercredi, une augmentation de 25 % des droits de douane imposés à l'Inde en raison de ses achats de pétrole russe, portant ainsi le total des tarifs sur New Delhi à 50 %. Le chef de l'exécutif US a signé un décret officialisant cette augmentation, qui n'entrera toutefois en vigueur que dans trois semaines. La hausse de 25 % s'ajoute à un droit de douane ""réciproque"" de 25 % annoncé la semaine dernière par les Etats-Unis contre l'Inde et qui doit prendre effet jeudi. En début de semaine, le locataire de la Maison Blanche avait menacé d'augmenter les droits de douane imposés à l'Inde en raison de ses achats de pétrole russe, arguant que cela contribue à financer la guerre en Ukraine. Ces mesures interviennent au moment où le président américain tente de convaincre la Russie à mettre fin à la guerre en Ukraine, une promesse de campagne que le président américain s’efforce de concrétiser. Lundi, l'Inde avait réagi aux menaces de la Maison Blanche d'augmenter les droits de douane, affirmant que ses achats de pétrole russe étaient une ""nécessité"" pour maintenir la stabilité des coûts. ""Comme toute grande économie, l'Inde prendra toutes les mesures nécessaires pour préserver ses intérêts nationaux et sa sécurité économique"", a déclaré le ministère indien des Affaires étrangères.",https://boursenews.ma/article/actualite/Trump-impose-50-de-droits-de-douane-sur-l-inde,2025-08-12 10:20:21.827835,Boursenews,,president americain donald trump augmentation num droit douane imposer inde raison achat petrole russe porter total tarif new delhi num chef executif signe decret officialiser augmentation entrer vigueur semaine hausse num ajouter droit douane reciproqu num semaine dernier etats-unis inde prendre debut semaine locataire maison blanc menacer augmenter droit douane imposer inde raison achat petrole russe arguer contribuer financer guerre ukraine mesure intervenir moment president americain tente convaincre russie mettre fin guerre ukraine promesse campagne president americain concretiser reagi menace maison blanc augmenter droit douane affirmer achat petrole russe necessite maintenir stabilite cout grand economie inde prendre mesure necessaire preserver interet national securite economiqu declare ministere indien affaire etrangere,"['president', 'americain', 'donald', 'trump', 'augmentation', 'num', 'droit', 'douane', 'imposer', 'inde', 'raison', 'achat', 'petrole', 'russe', 'porter', 'total', 'tarif', 'new', 'delhi', 'num', 'chef', 'executif', 'signe', 'decret', 'officialiser', 'augmentation', 'entrer', 'vigueur', 'semaine', 'hausse', 'num', 'ajouter', 'droit', 'douane', 'reciproqu', 'num', 'semaine', 'dernier', 'etats-unis', 'inde', 'prendre', 'debut', 'semaine', 'locataire', 'maison', 'blanc', 'menacer', 'augmenter', 'droit', 'douane', 'imposer', 'inde', 'raison', 'achat', 'petrole', 'russe', 'arguer', 'contribuer', 'financer', 'guerre', 'ukraine', 'mesure', 'intervenir', 'moment', 'president', 'americain', 'tente', 'convaincre', 'russie', 'mettre', 'fin', 'guerre', 'ukraine', 'promesse', 'campagne', 'president', 'americain', 'concretiser', 'reagi', 'menace', 'maison', 'blanc', 'augmenter', 'droit', 'douane', 'affirmer', 'achat', 'petrole', 'russe', 'necessite', 'maintenir', 'stabilite', 'cout', 'grand', 'economie', 'inde', 'prendre', 'mesure', 'necessaire', 'preserver', 'interet', 'national', 'securite', 'economiqu', 'declare', 'ministere', 'indien', 'affaire', 'etrangere']"
"Infrastructure et batiment : Le patron de TGCC, Mohammed Bouzoubaa, reçu en audience par le président du Gabon","Le Président de la République du Gabon, Brice Clotaire Oligui Nguema, a reçu vendredi 08 août en audience Mohammed Bouzoubaa, Président Directeur Général de TGCC. Cette rencontre s’inscrit dans le cadre du renforcement de la coopération économique entre le Gabon et le Royaume du Maroc. Selon la presse locale, les échanges ont porté sur les projets prioritaires du pays, notamment la construction de logements sociaux, de centres hospitaliers universitaires et de complexes modernes à vocation médicale et académique. Bouzoubaa a exprimé la volonté de TGCC de contribuer activement au programme de développement lancé par les autorités gabonaises. Fort de plusieurs réalisations d’envergure en Afrique, le groupe entend mobiliser son expertise technique et ses ressources humaines pour accompagner les ambitions de Libreville dans le secteur des infrastructures. Soulignant les relations historiques et fraternelles entre le Gabon et le Maroc, le dirigeant marocain a salué la vision stratégique du président Oligui Nguema et rappelé l’engagement de Rabat, sous l’impulsion du Roi Mohammed VI, en faveur d’une coopération Sud-Sud renforcée. Cette rencontre ouvre la voie à de futurs investissements marocains dans des secteurs clés de l’économie gabonaise.",https://boursenews.ma/article/marches/Patron-TGCC-recu-en-audience-pa-le-president-du-Gabon,2025-08-12 10:20:27.772421,Boursenews,,president republique gabon brice clotair oligui nguema recu num aout audience mohammed bouzoubaa president directeur general tgcc rencontre sinscrit cadre renforcement cooperation economiqu gabon royaume maroc local echange porte projet prioritaire pays construction logement social centre hospitalier universitaire complexe moderne vocation medical academiqu bouzoubaa exprimer volonte tgcc contribuer programme developpement lancer autorite gabonais realisation denvergure afrique groupe entendre mobiliser expertise technique ressource humain accompagner ambition libreville secteur infrastructure souligner relation historique fraternel gabon maroc dirigeant marocain saluer vision strategiqu president oligui nguema rappele lengagement rabat limpulsion roi mohammed vi faveur cooperation sud-sud renforcee rencontre ouvrir voie futur investissement marocain secteur cle leconomie gabonais,"['president', 'republique', 'gabon', 'brice', 'clotair', 'oligui', 'nguema', 'recu', 'num', 'aout', 'audience', 'mohammed', 'bouzoubaa', 'president', 'directeur', 'general', 'tgcc', 'rencontre', 'sinscrit', 'cadre', 'renforcement', 'cooperation', 'economiqu', 'gabon', 'royaume', 'maroc', 'local', 'echange', 'porte', 'projet', 'prioritaire', 'pays', 'construction', 'logement', 'social', 'centre', 'hospitalier', 'universitaire', 'complexe', 'moderne', 'vocation', 'medical', 'academiqu', 'bouzoubaa', 'exprimer', 'volonte', 'tgcc', 'contribuer', 'programme', 'developpement', 'lancer', 'autorite', 'gabonais', 'realisation', 'denvergure', 'afrique', 'groupe', 'entendre', 'mobiliser', 'expertise', 'technique', 'ressource', 'humain', 'accompagner', 'ambition', 'libreville', 'secteur', 'infrastructure', 'souligner', 'relation', 'historique', 'fraternel', 'gabon', 'maroc', 'dirigeant', 'marocain', 'saluer', 'vision', 'strategiqu', 'president', 'oligui', 'nguema', 'rappele', 'lengagement', 'rabat', 'limpulsion', 'roi', 'mohammed', 'vi', 'faveur', 'cooperation', 'sud-sud', 'renforcee', 'rencontre', 'ouvrir', 'voie', 'futur', 'investissement', 'marocain', 'secteur', 'cle', 'leconomie', 'gabonais']"
PMI : L'activité commerciale atteint son plus haut niveau depuis 11 mois en juillet,"L'activité commerciale de la zone euro a accéléré plus rapidement que prévu en juillet, soutenue par une solide amélioration de l'industrie des services, dominante dans la zone euro, et par des nouveaux signes de reprise dans le secteur manufacturier, selon l'enquête S&P Global publiée jeudi. L'indice PMI HCOB ""flash"" composite de la zone euro, considéré comme un bon indicateur de la croissance, a atteint un niveau record de 51,0 points en 11 mois, contre 50,6 points en juin. Cette expansion a été tirée par une activité plus soutenue dans les services (51,2 contre 50,5 en juin) et une quasi-stabilisation dans le secteur manufacturier (49,8 contre 49,5), leur résultat le moins pessimiste en trois ans. Les nouvelles commandes au niveau agrégé sont restées globalement inchangées sur la période, mettant fin à treize mois consécutifs de contraction, soutenant la production dans les deux secteurs. De son côté, la tendance optimiste concernant les nouvelles commandes a incité les entreprises à augmenter leurs effectifs pour la première fois en cinq mois. Sur le front des prix, l'inflation des coûts des intrants a reculé à son plus bas niveau en cinq mois, incitant les entreprises à maintenir leurs charges de production inchangées après deux mois de baisse. À l'avenir, la confiance a légèrement reculé par rapport au mois précédent, probablement en raison des menaces persistantes de droits de douane imposées par les États-Unis au cours de la période.",https://boursenews.ma/article/actualite/Zone-euro-activite-commerciale-juillet-2025,2025-08-12 10:20:29.820244,Boursenews,,activite commercial zone euro accelere prevu soutenir solide amelioration industrie service dominant zone euro nouveau signe reprise secteur manufacturier enquete s&p global publiee indice pmi hcob flash composite zone euro considere bon indicateur croissance atteindre niveau record num point num mois num point expansion tiree activite soutenir service num num quasi-stabilisation secteur manufacturier num num resultat pessimiste an nouveau commande niveau agreg resteer inchangee periode mettre fin mois consecutif contraction soutenir production secteur cote tendance optimiste nouveau commande inciter entreprise augmenter effectif premiere mois front prix inflation cout intrant reculer bas niveau mois inciter entreprise maintenir charge production inchangee apre mois baisse avenir confiance reculer mois precedent raison menace persistant droit douane imposee etats-unis cours periode,"['activite', 'commercial', 'zone', 'euro', 'accelere', 'prevu', 'soutenir', 'solide', 'amelioration', 'industrie', 'service', 'dominant', 'zone', 'euro', 'nouveau', 'signe', 'reprise', 'secteur', 'manufacturier', 'enquete', 's&p', 'global', 'publiee', 'indice', 'pmi', 'hcob', 'flash', 'composite', 'zone', 'euro', 'considere', 'bon', 'indicateur', 'croissance', 'atteindre', 'niveau', 'record', 'num', 'point', 'num', 'mois', 'num', 'point', 'expansion', 'tiree', 'activite', 'soutenir', 'service', 'num', 'num', 'quasi-stabilisation', 'secteur', 'manufacturier', 'num', 'num', 'resultat', 'pessimiste', 'an', 'nouveau', 'commande', 'niveau', 'agreg', 'resteer', 'inchangee', 'periode', 'mettre', 'fin', 'mois', 'consecutif', 'contraction', 'soutenir', 'production', 'secteur', 'cote', 'tendance', 'optimiste', 'nouveau', 'commande', 'inciter', 'entreprise', 'augmenter', 'effectif', 'premiere', 'mois', 'front', 'prix', 'inflation', 'cout', 'intrant', 'reculer', 'bas', 'niveau', 'mois', 'inciter', 'entreprise', 'maintenir', 'charge', 'production', 'inchangee', 'apre', 'mois', 'baisse', 'avenir', 'confiance', 'reculer', 'mois', 'precedent', 'raison', 'menace', 'persistant', 'droit', 'douane', 'imposee', 'etats-unis', 'cours', 'periode']"
"Pétrole : Le WTI rebondit vers 66 $, soutenu par les craintes d’approvisionnement","Les contrats à terme sur le pétrole brut WTI ont progressé vers 66 dollars le baril mercredi, mettant fin à une série de quatre jours de baisses et rebondissant après un plus bas de cinq semaines, soutenus par les inquiétudes concernant d'éventuelles perturbations de l'approvisionnement. L’attention du marché se tourne vers l’Inde, qui pourrait réduire ses importations de brut russe en réponse aux menaces de droits de douane formulées par le président américain Donald Trump. Ce dernier a mis en garde contre une hausse des droits de douane sur les produits indiens dans les 24 heures afin de faire pression sur le président russe Vladimir Poutine pour qu'il mette fin à la guerre en Ukraine. Ajoutant à la pression haussière, les données de l'API ont montré que les stocks de brut américains ont diminué de 4,2 millions de barils la semaine dernière, dépassant les attentes du marché qui tablaient sur une baisse de 1,8 million de barils et suggérant une demande plus forte que prévu. Toutefois, les gains ont été limités par des inquiétudes concernant une offre excédentaire après que l'OPEP+ a récemment annoncé son intention d'augmenter sa production de pétrole de 547 000 barils par jour en septembre, mettant ainsi fin à ses dernières réductions de production plus tôt que prévu.",https://boursenews.ma/article/actualite/Petrole-WTI-rebondit-vers-66-%24,2025-08-12 10:20:42.927465,Boursenews,,contrat terme petrole brut progresser num dollar baril mettre fin serie jour baisse rebondir bas semaine soutenir inquietude eventuelle perturbation approvisionnement lattention marche tourne linde pouvoir reduire importation brut russe reponse menace droit douane formulee president americain donald trump mettre garde hausse droit douane produit indien num heure pression president russe vladimir poutine mettre fin guerre ukraine ajouter pression haussiere donnee api montre stock brut americain diminuer num million baril semaine dernier depasser attente marche tabler baisse num baril suggerer demande fort prevu gain limite inquietude offre excedentair apre opep+ intention augmenter production petrole num num baril jour mettre fin derniere reduction production prevu,"['contrat', 'terme', 'petrole', 'brut', 'progresser', 'num', 'dollar', 'baril', 'mettre', 'fin', 'serie', 'jour', 'baisse', 'rebondir', 'bas', 'semaine', 'soutenir', 'inquietude', 'eventuelle', 'perturbation', 'approvisionnement', 'lattention', 'marche', 'tourne', 'linde', 'pouvoir', 'reduire', 'importation', 'brut', 'russe', 'reponse', 'menace', 'droit', 'douane', 'formulee', 'president', 'americain', 'donald', 'trump', 'mettre', 'garde', 'hausse', 'droit', 'douane', 'produit', 'indien', 'num', 'heure', 'pression', 'president', 'russe', 'vladimir', 'poutine', 'mettre', 'fin', 'guerre', 'ukraine', 'ajouter', 'pression', 'haussiere', 'donnee', 'api', 'montre', 'stock', 'brut', 'americain', 'diminuer', 'num', 'million', 'baril', 'semaine', 'dernier', 'depasser', 'attente', 'marche', 'tabler', 'baisse', 'num', 'baril', 'suggerer', 'demande', 'fort', 'prevu', 'gain', 'limite', 'inquietude', 'offre', 'excedentair', 'apre', 'opep+', 'intention', 'augmenter', 'production', 'petrole', 'num', 'num', 'baril', 'jour', 'mettre', 'fin', 'derniere', 'reduction', 'production', 'prevu']"
"Le Trésor place 13,05 milliards de dirhams d’excédents de trésorerie","Le premier placement, avec prise en pension, porte sur un montant de 6 MMDH souscrit sur 5 jours au taux de 2,1%, indique la direction dans un communiqué. Le deuxième et troisième, également avec prise en pension, portent respectivement sur un montant de 2 MMDH sur 7 jours au taux de 2,27% et 2,6 MMDH (5 jours) au taux de 1,91%. Le quatrième placement, avec prise en pension, concerne 1,3 MMDH souscrit sur une journée à un taux de 1,75%, ajoute la même source. En blanc, le dernier placement porte sur un montant de 1,15 MMDH sur une durée d'une journée à un taux moyen pondéré de 2,25%.","https://boursenews.ma/article/actualite/DTFE-le-tresor-place-13,05-MMDH-d-excedents-de-tresorerie",2025-08-12 10:20:46.307388,Boursenews,,placement prise pension porte montant num mmdh souscrire num jour taux num direction communique deuxieme troisiem prise pension porter montant num mmdh num jour taux num num mmdh num jour taux num quatriem placement prise pension concerner num mmdh souscrire journee taux num ajouter mem source blanc placement porte montant num mmdh duree journee taux moyen ponder num,"['placement', 'prise', 'pension', 'porte', 'montant', 'num', 'mmdh', 'souscrire', 'num', 'jour', 'taux', 'num', 'direction', 'communique', 'deuxieme', 'troisiem', 'prise', 'pension', 'porter', 'montant', 'num', 'mmdh', 'num', 'jour', 'taux', 'num', 'num', 'mmdh', 'num', 'jour', 'taux', 'num', 'quatriem', 'placement', 'prise', 'pension', 'concerner', 'num', 'mmdh', 'souscrire', 'journee', 'taux', 'num', 'ajouter', 'mem', 'source', 'blanc', 'placement', 'porte', 'montant', 'num', 'mmdh', 'duree', 'journee', 'taux', 'moyen', 'ponder', 'num']"
Un MASI en route vers les 20.000 pts,"Le MASI a gagné 0,48% à 19.779,01 pts, signant un nouveau record qui fait ressortir des gains annuels de 33,88%. Le volume de la séance a atteint près de 589 MDH dont 72,8 MDH sur TGCC (+0,39%) ainsi que 60,8 MDH sur Alliances (+3,96%). Signalons également la nouvelle hausse du cours d’Auto-Hall de 9,99% sur plus de 40 MDH.",https://flm.ma/news.php?id=55109,2025-08-12 10:20:49.979709,FLM,,masi gagner num num num point signer record ressortir gain annuel num volume seance atteindre pre num mdh num mdh tgcc num num mdh alliance num signaler hausse cours dauto hall num num mdh,"['masi', 'gagner', 'num', 'num', 'num', 'point', 'signer', 'record', 'ressortir', 'gain', 'annuel', 'num', 'volume', 'seance', 'atteindre', 'pre', 'num', 'mdh', 'num', 'mdh', 'tgcc', 'num', 'num', 'mdh', 'alliance', 'num', 'signaler', 'hausse', 'cours', 'dauto', 'hall', 'num', 'num', 'mdh']"
L’info à retenir : les placements non rémunérés des ménages,"Selon le douzième rapport annuel sur la stabilité financière au titre de l'année 2024, le patrimoine financier des ménages a continué d’augmenter, atteignant 1.109 Mrds DH, en accroissement de 8,1% par rapport à l’année précédente. Après une nette décélération en 2023, les dépôts des ménages ont enregistré un rebond substantiel de 7,5% à 895 Mrds DH, soit une hausse bien supérieure à la moyenne de 5% observée au cours des dix dernières années. Ce sont en particulier les dépôts à vue qui ont connu l’accroissement le plus important de 10,1% en un an, pour s’établir à 618 Mrds DH ou 69% des dépôts des ménages, après 67% en 2023 et 61% en moyenne sur la dernière décennie. Cette dynamique traduirait selon le rapport une large préférence pour la liquidité dans l’allocation des portefeuilles de ces agents qui serait due entre autres au niveau bas du rendement sur les placements alternatifs, ainsi qu’à davantage d’aversion au risque de la part de ces agents.",https://flm.ma/news.php?id=55110,2025-08-12 10:20:51.957320,FLM,,douzieme annuel stabilite financier titre annee num patrimoine financier menage continuer daugmenter atteignant num dh accroissement num lannee precedent apre net deceleration num depot menage enregistrer rebond substantiel num num dh hausse superieur moyenne num observee cours derniere annee depot voir connaître important num an setablir num dh num depot menage apre num num num moyenne derniere decennie dynamique traduire large preference liquidite lallocation portefeuille agent devoir niveau bas rendement placement alternatif qua daversion risque agent,"['douzieme', 'annuel', 'stabilite', 'financier', 'titre', 'annee', 'num', 'patrimoine', 'financier', 'menage', 'continuer', 'daugmenter', 'atteignant', 'num', 'dh', 'accroissement', 'num', 'lannee', 'precedent', 'apre', 'net', 'deceleration', 'num', 'depot', 'menage', 'enregistrer', 'rebond', 'substantiel', 'num', 'num', 'dh', 'hausse', 'superieur', 'moyenne', 'num', 'observee', 'cours', 'derniere', 'annee', 'depot', 'voir', 'connaître', 'important', 'num', 'an', 'setablir', 'num', 'dh', 'num', 'depot', 'menage', 'apre', 'num', 'num', 'num', 'moyenne', 'derniere', 'decennie', 'dynamique', 'traduire', 'large', 'preference', 'liquidite', 'lallocation', 'portefeuille', 'agent', 'devoir', 'niveau', 'bas', 'rendement', 'placement', 'alternatif', 'qua', 'daversion', 'risque', 'agent']"
Le Nikkei dans le vert mais …,"L'indice Nikkei 225 a gagné 0,6% dans le sillage de l'optimisme suscité par la visite à Washington du négociateur commercial Ryosei Akazawa, venu exhorter les États-Unis à tenir leur engagement de réduire les droits de douane sur les voitures. En effet, si l'accord conclu a permis de ramener les surtaxes de 25% à 15%, les importations de voitures japonaises sont toujours soumises à un tarif total de 27,5%, comprenant une surtaxe de 25% ajoutée cette année. Ce sujet est sensible car les automobiles représentant la première exportation japonaise vers les États-Unis.",https://flm.ma/news.php?id=55095,2025-08-12 10:20:55.838312,FLM,,indice nikkei num gagner num sillage optimisme susciter visite washington negociateur commercial ryosei akazawa venir exhorter etats-unis tenir engagement reduire droit douane voiture accord conclure permettre ramener surtaxe num num importation voiture japonais soumis tarif total num comprendre surtaxe num ajoutee annee sujet sensible automobile representer premiere exportation japonais etats-unis,"['indice', 'nikkei', 'num', 'gagner', 'num', 'sillage', 'optimisme', 'susciter', 'visite', 'washington', 'negociateur', 'commercial', 'ryosei', 'akazawa', 'venir', 'exhorter', 'etats-unis', 'tenir', 'engagement', 'reduire', 'droit', 'douane', 'voiture', 'accord', 'conclure', 'permettre', 'ramener', 'surtaxe', 'num', 'num', 'importation', 'voiture', 'japonais', 'soumis', 'tarif', 'total', 'num', 'comprendre', 'surtaxe', 'num', 'ajoutee', 'annee', 'sujet', 'sensible', 'automobile', 'representer', 'premiere', 'exportation', 'japonais', 'etats-unis']"
Le MASI renoue avec le vert,"Après deux séances dans le rouge, le MASI a réussi à rebondir avec une clôture en hausse de 0,15% qui a porté la performance annuelle à 32,51%. Le volume de la séance a atteint près de 716 MDH dont 92,1 MDH sur CMGP (+3,72%) ainsi que plus de 80 MDH sur CFG Bank (+0,81%). Notons enfin la hausse du cours de Med Paper de 8,21% sur plus de 4 MDH.",https://flm.ma/news.php?id=55091,2025-08-12 10:21:17.454996,FLM,,apre seance rouge masi rebondir cloture hausse num porte performance annuel num volume seance atteindre pre num mdh num mdh cmgp num num mdh cfg num noter hausse cours paper num num mdh,"['apre', 'seance', 'rouge', 'masi', 'rebondir', 'cloture', 'hausse', 'num', 'porte', 'performance', 'annuel', 'num', 'volume', 'seance', 'atteindre', 'pre', 'num', 'mdh', 'num', 'mdh', 'cmgp', 'num', 'num', 'mdh', 'cfg', 'num', 'noter', 'hausse', 'cours', 'paper', 'num', 'num', 'mdh']"
Une bonne forme pour les dépôts bancaires,"Selon BAM, les dépôts auprès des banques ont enregistré, à fin décembre 2021, une hausse annuelle de 5,2% pour s’établir à 1.061,9 Mrds DH. Ainsi, les dépôts des ménages se sont établis à 786,4 Mrds DH, en hausse annuelle de 4% avec 185,8 Mrds DH détenus par les MRE. Aussi, les dépôts des entreprises privées ont progressé de 8,2% pour atteindre 170,4 Mrds DH à fin décembre.",https://flm.ma/news.php?id=46189,2025-08-12 10:21:33.222357,FLM,,bam depot aupre banque enregistrer fin decembre num hausse annuel num setablir num num dh depot menage etablis num dh hausse annuel num num dh detenus mre depot entreprise priveer progresser num atteindre num dh fin decembre,"['bam', 'depot', 'aupre', 'banque', 'enregistrer', 'fin', 'decembre', 'num', 'hausse', 'annuel', 'num', 'setablir', 'num', 'num', 'dh', 'depot', 'menage', 'etablis', 'num', 'dh', 'hausse', 'annuel', 'num', 'num', 'dh', 'detenus', 'mre', 'depot', 'entreprise', 'priveer', 'progresser', 'num', 'atteindre', 'num', 'dh', 'fin', 'decembre']"
"En direct : Automobile, BTP, Immorente, Commissaires, tokens","Ce mardi, nous évoquerons la légère baisse du MASI ainsi que le report de l’AG d’Immorente. Aussi, nous nous attardons sur la forme euphorique des ventes d’automobiles. De même, nous revenons sur la création d’emplois par le BTP ainsi que sur le recours en justice contre les commissaires aux comptes d’Atos. Enfin, nous passons en revue notre consultation online sur la tokenisation des actions.",https://flm.ma/article.php?id=12589,2025-08-12 10:21:44.491265,FLM,,evoquerer legere baisse masi report lag dimmorent attarder forme euphorique vente dautomobile meme revenir creation demploi btp recours justice commissaire compte dato passer revue consultation onlin tokenisation action,"['evoquerer', 'legere', 'baisse', 'masi', 'report', 'lag', 'dimmorent', 'attarder', 'forme', 'euphorique', 'vente', 'dautomobile', 'meme', 'revenir', 'creation', 'demploi', 'btp', 'recours', 'justice', 'commissaire', 'compte', 'dato', 'passer', 'revue', 'consultation', 'onlin', 'tokenisation', 'action']"
"En direct : Rendements, taux, investissement, rachat","Ce mardi, nous évoquerons la nouvelle hausse du MASI ainsi que le bilan des programmes de rachat. Aussi, nous nous attardons sur la situation des taux bancaires et de ceux sur le marché obligataire. De même, nous revenons sur le niveau des rendements par classe d'actifs à l’échelle mondiale. Enfin, nous passons en revue, le niveau d’investissements dans les entreprises.",https://flm.ma/article.php?id=12602,2025-08-12 10:21:54.531676,FLM,,evoquerer hausse masi bilan programme rachat attarder situation taux bancaire marche obligataire meme revenir niveau rendement classe actif lechell mondial passer revue niveau dinvestissement entreprise,"['evoquerer', 'hausse', 'masi', 'bilan', 'programme', 'rachat', 'attarder', 'situation', 'taux', 'bancaire', 'marche', 'obligataire', 'meme', 'revenir', 'niveau', 'rendement', 'classe', 'actif', 'lechell', 'mondial', 'passer', 'revue', 'niveau', 'dinvestissement', 'entreprise']"
