title,text,url,date,source,content_hash,scraped_at,branch
"Oulmès : RNPG en progression de 33,4% au premier semestre 2025","Les Eaux Minérales d’Oulmès (LEMO) poursuivent leur trajectoire de croissance solide au premier semestre 2025, avec une progression marquée de leurs indicateurs financiers et une amélioration de leur profitabilité. Le chiffre d’affaires consolidé s’est établi à 1 521,1 millions de dirhams au 30 juin 2025, en progression de 11 % par rapport à la même période en 2024. Cette performance traduit une dynamique commerciale soutenue, l’optimisation de la distribution des produits et l’accélération du dynamique de l’innovation. Forte amélioration de l’EBITDA et du résultat net Grâce à une gestion rigoureuse des charges et à une excellence opérationnelle, l’EBITDA consolidé progresse de 16,7 %, pour atteindre 269,5 MDH, contre 230,9 MDH une année auparavant. Le résultat net part du groupe connaît une hausse encore plus marquée de 33,4 %, s’élevant à 31,8 MDH, contre 23,8 MDH en 2024. Le résultat net social affiche une croissance de 22,7 % à 33,2 MDH. Engagement sociétal et certifications LEMO continue de renforcer son engagement extra-financier, en maintenant un haut niveau de conformité avec les standards internationaux. L’entreprise a renouvelé ses certifications ISO (9001, 14001, 45001, 22000) et affiche un taux d’engagement de 95 % auprès de ses collaborateurs. Elle figure également dans le classement des « Best Places to Work ». Perspectives L’entreprise entend accélérer son effort d’innovation pour répondre aux besoins croissants du marché de l’hydratation et des boissons rafraîchissantes. Elle prévoit d’optimiser davantage ses outils industriels et logistiques afin d’améliorer sa compétitivité. À long terme, LEMO ambitionne de générer un impact positif pour l’ensemble de son écosystème, en intégrant des pratiques durables dans l’ensemble de ses opérations.",https://boursenews.ma/article/marches/oulmes-resultats-financiers-S1-2025,2025-09-21 21:27:14.822989,Boursenews,6d2b0316b4ed21a8c50fbcb328bcd283,2025-09-21 21:27:14,corporate finance
La Centrafrique a mobilisé 9 Mrds $ à la table ronde de Casablanca,"Selon la MAP, le Premier ministre centrafricain, Félix Moloua, a annoncé que la République centrafricaine a réussi à mobiliser un montant total de 9 milliards de dollars d’engagements lors de la Table ronde d’investissement organisée à Casablanca pour le financement de son Plan national de développement (PND) 2024-2028. De son côté, le ministre de l’Économie, du Plan et de la Coopération internationale de la Centrafrique, Richard Filakota, a fait savoir que cette Table ronde d’investissement a réuni plus de 500 participants, parmi lesquels des bailleurs de fonds, des investisseurs institutionnels et des personnalités venus d’Europe, des États-Unis, du Moyen-Orient, d’Asie et d’Afrique. Cette Table ronde, organisée en partenariat avec le Royaume du Maroc, s’est déroulée dans un esprit de dialogue et de partenariat, placée sous le signe du “donner et du recevoir”.",https://flm.ma/news.php?id=55354,2025-09-21 21:27:28.762174,FLM,906f56337fe851dced5d8785bb16f90f,2025-09-21 21:27:28,corporate finance; asset management
L'info à retenir : Stellantis et AXA finalisent l’acquisition d’AXA Crédit au Maroc,"Le groupe automobile multinational Stellantis et AXA ont annoncé la finalisation de la cession de 80 % du capital d’AXA Crédit, filiale marocaine de crédit à la consommation d’AXA Assurance Maroc. L’opération a été menée par Fidis S.p.A., filiale détenue à 100 % par Stellantis.",https://flm.ma/news.php?id=55365,2025-09-21 21:27:48.421093,FLM,b6d256c9ff915a10ca154f16a1ddcc4a,2025-09-21 21:27:48,corporate finance
"En direct : OCP, Attijariwafa, GPC, Mistral","Ce mardi, nous évoquerons la légère baisse du MASI ainsi que la perspective d’une nouvelle IPO. Aussi, nous nous attardons sur les déclarations du PDG de l’OCP au Matin. De même, nous revenons sur un remaniement à Attijariwafa. Enfin, nous passons en revue la valorisation de Mistral.",https://flm.ma/article.php?id=12652,2025-09-21 21:28:06.548747,FLM,a8a274e5b76eedd00218d72343dcf222,2025-09-21 21:28:06,corporate finance
"Morning meeting : BOA-BMCE, Sanlam, Ferrari, libéralisme, e-commerce","Ce vendredi, nous revenons sur la rechute du MASI ainsi que sur la levée obligataire de BOA-BMCE. Nous évoquons aussi le changement de dénomination de Saham Assurance ainsi que le premier véhicule électrique de Ferrari. De même, nous nous attardons sur la fin de l’exonération des droits de douanes des transactions électroniques. Enfin, nous passons en revue notre consultation online sur le libéralisme économique.",https://flm.ma/article.php?id=10256,2025-09-21 21:28:10.135407,FLM,eca01901c43ae233b466f9d5bb15367c,2025-09-21 21:28:10,corporate finance
L’info à retenir : Mistral AI au Maroc,"Un mémorandum d’entente (MoU) a été signé, vendredi à Rabat, entre le ministère de la Transition numérique et de la Réforme de l’administration et Mistral AI, leader français de l’intelligence artificielle. Cet accord a été paraphé par la ministre déléguée de la Transition numérique et de la Réforme de l’administration, Amal El Fallah, et le cofondateur et CEO de Mistral AI, Arthur Mensch, lors d’une cérémonie tenue en présence de plusieurs personnalités. Dans une déclaration à la presse, Amal El Fallah a relevé que la récente levée de fonds réalisée par Mistral AI ouvre la voie à une coopération étroite avec le Maroc, précisant que cet accord permettra de développer des programmes d’IA en cohérence avec les initiatives marocaines déjà discutées lors des Assises nationales de l’intelligence artificielle. De même, des projets spécifiques seront mis en œuvre dans le domaine linguistique, afin de généraliser l’usage de l’IA dans ce champ essentiel. De son côté, Arthur Mensch a affirmé que Mistral AI se réjouit de travailler avec le Maroc et de lancer cette première étape de coopération. Aussi, il a fait observer que son entreprise collabore déjà avec plusieurs services publics en Europe et ailleurs dans le monde, ajoutant que Mistral AI ambitionne de renforcer sa présence dans le Royaume en développant des partenariats tant avec le secteur public que privé.",https://flm.ma/news.php?id=55337,2025-09-21 21:28:21.704487,FLM,bb4e36a0aa1e9bb97f6b0bb2c168c8a4,2025-09-21 21:28:21,corporate finance; asset management; private equity
Stellantis et AXA finalisent l’acquisition d’AXA Crédit au Maroc,"Le groupe automobile multinational Stellantis et AXA ont annoncé la finalisation de la cession de 80 % du capital d’AXA Crédit, filiale marocaine de crédit à la consommation d’AXA Assurance Maroc. L’opération a été menée par Fidis S.p.A., filiale détenue à 100 % par Stellantis.",https://flm.ma/news.php?id=55358,2025-09-21 21:28:44.440984,FLM,954e17f2c1fe590a463457740c3005cd,2025-09-21 21:28:44,corporate finance
Wall Street termine la semaine en vert,"La Bourse de New York a conclu vendredi par une séance de hausse après une semaine ponctuée par un cycle d'assouplissement monétaire aux Etats-Unis après la baisse de taux décidée par la Réserve fédérale. L'indice Dow Jones a gagné 0,37%. Le Standard & Poor's 500 a pris 0,49% . Le Nasdaq a avancé de 0,72%. Sur la semaine, le Dow a gagné 1,05%, le S&P 1,22% et le Nasdaq 2,21%.",https://flm.ma/news.php?id=55381,2025-09-21 21:29:00.483719,FLM,4e18bc71359d42f224223daa97fca541,2025-09-21 21:29:00,asset management
Wall Street réagit à la baisse des taux de la FED,"Wall Street a clôturé mercredi sur une note mitigée, même si la Réserve fédérale américaine (FED) a réduit ses taux d’un quart de point. Ainsi, le Dow Jones a gagné 0,57% à 46.018,32 points, le S&P 500 a perdu 0,10% à 6.600,35 points, et le Nasdaq a reculé de 0,32% à 22.261,33 points. Notons que cette première baisse des taux directeurs de la banque centrale américaine de l'année, était largement anticipée par les marchés. En outre, Jerome Powell a modéré l'enthousiasme des marchés quant à une politique monétaire plus agressive, réservant une baisse plus importante des taux pour des conditions plus graves qui ne sont pas présentes aujourd'hui.",https://flm.ma/news.php?id=55366,2025-09-21 21:29:05.633099,FLM,5f72b873dbd2d4302f471a61534b8599,2025-09-21 21:29:05,asset management
Multiplication par 14 de la marge de raffinage de TotalEnergies,"TotalEnergies a réalisé au deuxième trimestre 2022 un résultat net ajusté de 9,8 Mrds $ et un résultat net IFRS de 5,7 Mrds $. TotalEnergies a en effet inscrit dans ses comptes une nouvelle provision de 3,5 Mrds $ liée principalement à la prise en compte de l’impact potentiel des sanctions internationales sur la valeur de sa participation dans Novatek. Pour dégager ces super-profits, la multinationale française a notamment profité d’une hausse de 65% du cours du brut ainsi que d’une multiplication par 14 de la marge de raffinage.",https://flm.ma/news.php?id=47410,2025-09-21 21:29:10.305820,FLM,d54e86fc22d096badb76d283a3461530,2025-09-21 21:29:10,corporate finance
Vers une année 2025 tonique pour le crédit bancaire,"Bank Al-Maghrib (BAM) a publié son récent tableau de bord ""Crédits-Dépôts bancaires"". Il en ressort une hausse significative de l’encours des crédits bancaires soutenue par une demande stable aussi bien de la part des entreprises que des ménages. En parallèle, les dépôts connaissent également une progression notable, reflétant la confiance des acteurs économiques dans le système bancaire marocain. Le financement participatif, en particulier dans le secteur immobilier, poursuit son essor, contribuant à diversifier les sources de financement.",https://flm.ma/article.php?id=12667,2025-09-21 21:29:41.483775,FLM,86d5819124305376cb2830015b0d3402,2025-09-21 21:29:41,corporate finance
