title,text,url,date,source,content_hash,scraped_at,branch
Pression boursière sur Accor,"L’EBE courant d'Accor s'établit à 552 millions d'euros pour le premier semestre 2025, en progression de 9,4% par rapport au premier semestre 2024. À taux de change constant, l'EBE courant du Groupe est en hausse de 13,4%. Aussi, le résultat net part du Groupe est un bénéfice de 233 millions d'euros pour le premier semestre 2025 contre 253 millions d'euros pour le premier semestre 2024 qui avait bénéficié des importantes plus-values de cession d'actifs d'Essendi. Pour l'exercice 2025, Accor prévoit notamment une croissance de l'EBE courant entre 9% et 10% à taux de change constant. Toutefois, le cours boursier a dévissé de -9,6% à cause du recul des bénéfices et d'une croissance moins explosive.",https://flm.ma/news.php?id=55063,2025-08-06 15:01:51.719881,FLM,c86fb07b1e0b67bae9c1d62d068d3faf,2025-08-06 15:01:51,corporate finance
"En direct : 	AMF, retraites, Risma, cryptos","Ce vendredi, nous évoquerons le rebond du MASI ainsi que le dividende de Risma. Aussi, nous nous attardons sur la jurisprudence de l’AMF sur la scission de Vivendi. De même, nous revenons sur la réglementation américaine favorable aux cryptomonnaies. Enfin, nous passons en revue les contours de la méthodologie de réforme des retraites.",https://flm.ma/article.php?id=12555,2025-08-06 15:02:13.329240,FLM,a3c6a6ea0da623b20a154f0749230ca8,2025-08-06 15:02:13,brokerage&custody
Retraites : un premier épuisement des réserves dès 2030 pour les régimes publics,"Des déficits techniques persistants dans les régimes publics CNSS et CIMR : une trajectoire globalement positive des régimes privées Une réforme systémique devenue impérative Des échéances rapprochées pour le secteur public Le récent discours de, Que Dieu L’assiste, à l’occasion de la Fête du Trône, évoquant unen matière de développement territorial, trouve un écho saisissant dans le paysage des retraites. Alors que les régimes privés, tels que laet la, affichent des soldes techniques excédentaires en constante progression, les régimes publics, notamment laet le, s’enfoncent dans des déficits techniques de plus en plus préoccupants.En 2024, lesont enregistré un solde global excédentaire de 9,5 milliards de dirhams, en hausse par rapport aux 6,59 milliards constatés en 2023. Cette performance résulte principalement de la vigueur des produits financiers, liés à une exposition de plus de 80% des placements en valeurs mobilières (obligations à 54% et actions à 34%). Portée par la dynamique boursière avec unayant progressé de 22,16% et la capitalisation de 20%. cette situation favorable masque toutefois la persistance de déséquilibres structurels.Les cotisations collectées par les régimes ont atteint 66,8 milliards de dirhams (+8,9%), tandis que les prestations servies se sont élevées à 71,1 milliards de dirhams (+5,8%). Si la CNSS et la CIMR affichent des soldes techniques excédentaires en progression, les régimes publics, notamment la CMR-RPC et le RCAR-RG, continuent de creuser despréoccupants, même si le RCAR-RG a temporairement renoué avec un solde global positif de 1,2 milliard de dirhams en 2024, grâce à des revenus financiers exceptionnels de 5,9 milliards.Le régime de la CMR-RPC a vu ses cotisations progresser de 10,6%, atteignant 31,9 milliards de dirhams, grâce notamment à la première tranche des augmentations salariales issues du. Cependant, ses prestations ont également augmenté de 6% pour atteindre 39,1 milliards de dirhams, maintenant son déficit technique à 7,2 milliards. Le résultat financier de 3,4 milliards a permis de limiter le solde global négatif à -4 milliards, sans inverser la tendance de long terme.Les projections indiquent que ces revalorisations salariales pourraient améliorer certains indicateurs de viabilité, mais elles ne repousseraient l’échéance d’épuisement des réserves que de deux à trois ans. Le RCAR-RG, pour sa part, malgré la réforme paramétrique de 2021, reste confronté à une sous-tarification chronique, avec un rapport prestations/cotisations supérieur à 140%, entraînant une accumulation continue d’engagements non couverts.La CNSS a dégagé en 2024 un excédent global de 4 milliards de dirhams, porté par une hausse des cotisations (+6,7% à 19,3 milliards) et une progression modérée des prestations (+6,3% à 16,9 milliards). Toutefois, les projections laissent entrevoir un retour au déficit technique dès 2031, avec un épuisement potentiel des réserves après 2034, en raison d’une tarification insuffisante des droits et d’une démographie vieillissante du secteur privé.À l’opposé, la CIMR présente une situation solide, avec un solde global de 8,2 milliards de dirhams en 2024 (+4,9%), grâce à une croissance de ses cotisations (+8,8%) et un contrôle des prestations (+3,5%). Ses réserves devraient continuer à croître de manière exponentielle pour dépasser 1.200 milliards de dirhams d’ici 2085, confirmant la robustesse de son modèle et la pérennité de son régime.Le rapport dualerte sur la nécessité urgente de réformer le système. Les régimes publics, minés par des déficits techniques structurels, se dirigent vers un point de non-retour. L’institution préconise la mise en place d’une réforme systémique, fondée sur la création de deux pôles distincts (public et privé) avec une tarification rééquilibrée et des ajustements paramétriques : relèvement des taux de cotisation, augmentation progressive de l’âge légal de départ à la retraite, et adaptation des mécanismes d’acquisition des droits.Pour la CNSS, il s’agirait de renforcer la soutenabilité en corrigeant la sous-tarification des droits, tandis que pour la CMR-RPC et le RCAR-RG, la réforme doit viser à réduire le poids des engagements non couverts.Les projections dudressent un constat préoccupant : sans réforme, le CMR-RPC verra ses réserves s’épuiser dès 2030, suivi du RCAR en 2052, alors que la CNSS pourrait connaître le même sort après 2034. Seule la CIMR maintiendrait un équilibre durable, illustrant l’écart croissant entre régimes publics et privés.",https://lematin.ma/economie/retraites-un-premier-epuisement-des-reserves-des-2030/294892,2025-08-04 18:00:00.000000,Le Matin,fbc70f4a3d09a3f65cb70991b62663a4,2025-08-06 15:02:38,asset management
L’augmentation de capital de CIH Bank souscrite 4 fois,"a annoncé la clôture avec succès de son opération d’augmentation de capital social réservée aux actionnaires et aux détenteurs de droits préférentiels de souscription (DPS). Cette opération, réalisée par l’émission de 4 millions actions nouvelles, a permis de lever un montant de 1,4 milliards de de dirhams.La, prioritaire pour les actionnaires existants, a représenté 97,7 % de l’opération, correspondant à 4 millions actions pour un montant de 1,4 MMDH. Il est à noter que 83% de ces souscriptions ont été réalisées via l’acquisition de droits préférentiels de souscription.La souscription à titre réductible, représentant 2,3 % de l’opération (soit 33,8 millions de dirhams), a suscité un intérêt particulièrement marqué, avec une demande de 4,3 MMDH, équivalente à une sursouscription de 127 fois.À l’issue de cette opération, le capital social de CIH Bank s’établit désormais à 3,5 MMDH.",https://lematin.ma/economie/laugmentation-de-capital-de-cih-bank-souscrite-4-fois/295150,2025-08-06 10:16:00.000000,Le Matin,d8daa508424cc83100f1a66111a4959a,2025-08-06 15:03:13,corporate finance
"25,4 MDH pour l'agrandissement de la plateforme de réserves de Fès-Meknès","Afin de renforcer sa capacité de réponse en cas de crise majeure, la région Fès-Meknès étend sa plateforme de réserves de première nécessité. Le 3 août 2025 à 9h29 | Modifié 3 août 2025 à 9h29 Dans le cadre des travaux d'extension de la plateforme régionale de réserves de première nécessité de la région Fès-Meknès, la wilaya de la région a lancé un appel d'offres pour la construction de deux entrepôts de 2.500 m2 chacun (50*50 m) et d'environ 7 m de hauteur libre avec toiture en pente. Les travaux comprennent : les terrassements en masse, rigoles et puits, les évacuations et remblais ; (Publicité) (Publicité) les bétons armés en fondation ; les réseaux sous dallages (canalisations et regards pour EP - EU - EV - Électricité) ; les dallages ; les maçonneries et cloisonnements ; les enduits intérieurs et extérieurs ; les ouvrages divers. Le délai d'exécution est de 4 mois pour un coût de 25,4 millions de DH. Les produits et équipements qui seront stockés dans ces entrepôts visent à assurer, en cas de catastrophe, une réponse rapide au profit des populations sinistrées, et une couverture diligente et raisonnable des besoins en termes de sauvetage, d’aide et de prise en charge conformément à la vision proactive du Roi Mohammed VI. Si vous voulez que l'information se rapproche de vous Suivez la chaîne Médias24 sur WhatsApp © Médias24. Toute reproduction interdite, sous quelque forme que ce soit, sauf autorisation écrite de la Société des Nouveaux Médias. Ce contenu est protégé par la loi et notamment loi 88-13 relative à la presse et l’édition ainsi que les lois 66.19 et 2-00 relatives aux droits d’auteur et droits voisins.",https://medias24.com/2025/08/03/254-mdh-pour-lagrandissement-de-la-plateforme-de-reserves-de-fes-meknes/,2025-08-03 00:00:00.000000,Medias24,a31e2556ab6ad7374736d0675a15d6e3,2025-08-06 15:03:29,real estate
Veolia Environnement : Visa de l'AMMC sur le prospectus définitif relatif à l’augmentation de capital réservée aux salariés,"L'augmentation de capital se fera par l'émission d'un maximum de 14.813.052 actions, indique l'AMMC dans un communiqué, précisant que le prix de souscription s'établit à 25,97 euros, soit 271,7 dirhams. Au Maroc, cette opération concerne les salariés des filiales Veolia Services à l'Environnement Maroc, Veolia Environnement Industries Maroc, Amendis, Redal, Amanor et Veos Déchets Dangereux, précise la même source. Concernant la période de souscription, elle s'étalera du 1er au 5 août 2025. Le prospectus définitif est complété par le document d'enregistrement universel 2024 déposé auprès de l'AMF (Autorité des marchés financiers) sous le numéro D.25-0120 en date du 20/03/2025, relève le communiqué. Il comprend également le document d'information clé et le règlement du compartiment ""Plus 2025"" du FCPE (Fonds Commun de Placement d'Entreprise) de ""Sequoia Plus"" agréé par l'AMF sous le numéro FCE20250005. S'y ajoute le document d'information clé et le règlement du FCPE ""Sequoia Relais 2025"" agréé par l'AMF sous le numéro FCE20240785. L'intégralité du prospectus définitif visé par l'AMMC ainsi que les documents qui le complètent sont disponibles aux sièges sociaux des sociétés mentionnées, à Attijari Finances Corp, et sur le site internet de Veolia Environnement.",https://fnh.ma/article/actualite-financiere-maroc/veolia-ammc,2025-08-06 15:04:38.737949,Finance News - Financial,d9613c9ed4d998dc2e84279dfd0fb3b3,2025-08-06 15:04:38,corporate finance
Risques climatiques : la Banque centrale pose les bases d’une supervision verte,"Les risques liés au changement climatique peuvent être classés en deux types. D’une part, les risques physiques, liés aux événements extrêmes ou aux évolutions chroniques du climat (sécheresse, montée des températures, inondations), qui affectent directement les actifs et la solvabilité des emprunteurs. D’autre part, les risques de transition, découlant de l’évolution réglementaire, fiscale ou technologique vers une économie bas carbone, qui peuvent impacter certains secteurs d’activité (énergie, transports, immobilier). Ces risques, encore peu modélisés par les banques marocaines, sont susceptibles d’engendrer des pertes de crédit, des dépréciations d’actifs, voire des déséquilibres systémiques. BAM estime qu’un cadre de supervision renforcé est nécessaire pour inciter les établissements à intégrer ces paramètres dans leur gouvernance, leur appétit pour le risque et leurs stratégies d’octroi de crédit. Bank Al-Maghrib est membre du Réseau des Banques centrales et superviseurs pour le verdissement du système financier (NGFS) depuis 2019. À ce titre, elle s’aligne sur les recommandations de ce réseau, qui promeut l’intégration graduelle des risques ESG dans la supervision bancaire. En 2024, BAM a poursuivi ses travaux dans trois directions principales. Premièrement, la sensibilisation des établissements via des circulaires, ateliers et échanges techniques sur les bonnes pratiques internationales. Vient ensuite l’auto-évaluation qualitative des dispositifs de gouvernance des risques climatiques dans les principales banques du pays. Et puis, la préparation à la mise en œuvre de stress tests climatiques, à l’horizon 2025, en s’appuyant sur des scénarios NGFS. Le rapport mentionne également la coordination avec le ministère de la Transition énergétique et d'autres acteurs publics pour structurer une taxonomie verte nationale, qui permettra d’identifier les activités compatibles avec les objectifs climatiques du Royaume. Un encadrement prudentiel en construction Pour l’heure, aucun ratio réglementaire spécifique n’intègre encore directement les risques climatiques dans les exigences de fonds propres. Mais Bank Al-Maghrib travaille à une révision progressive de son approche SREP (Supervisory Review and Evaluation Process), afin d’y introduire des indicateurs ESG. Cette orientation suppose une montée en compétence des équipes de supervision, ainsi que l’adaptation des reportings réglementaires. BAM envisage de demander aux établissements, à moyen terme, la publication de données relatives à leurs expositions carbone, à la part verte de leur portefeuille et à leur stratégie de décarbonation. La difficulté réside dans la disponibilité des données et leur standardisation. À ce titre, Bank Al-Maghrib soutient les efforts d’harmonisation des disclosures extra-financiers à l’échelle régionale, notamment à travers des coopérations avec les autres Banques centrales africaines. Des enjeux d’allocation du crédit et de transition juste L’intégration des risques climatiques dans la régulation bancaire ne se limite pas à un exercice de conformité. Elle soulève des enjeux fondamentaux d’allocation des ressources. BAM observe que certains secteurs à forte intensité carbone continuent de représenter une part significative des encours bancaires, alors même que les risques associés augmentent. Le régulateur cherche donc à encourager un redéploiement progressif des financements vers les secteurs à faible émission, sans provoquer de rupture de financement pour les acteurs économiques concernés. Cette approche de «transition juste» repose sur la gradation des exigences, le dialogue avec les établissements et le développement d’outils d’incitation comme les garanties vertes ou les lignes de refinancement ciblées. Bank Al-Maghrib franchit une étape décisive dans la reconnaissance des risques environnementaux comme composante structurante de la supervision bancaire. Le chantier est encore en phase exploratoire, mais la trajectoire est claire : alignement progressif sur les standards internationaux, montée en compétence des superviseurs et mobilisation des données ESG.",https://fnh.ma/article/actualite-financiere-maroc/risques-climatiques-banque-centrale,2025-08-06 15:05:03.659700,Finance News - Financial,cd5a8cfc11b601bdfccb13019f3174b6,2025-08-06 15:05:03,corporate finance
Digitalisation des services financiers : BAM précise son rôle d’accompagnateur et de régulateur,"Le soutien aux Fintechs reste un axe structurant de l’action de la Banque centrale. En 2024, le dispositif de «sandbox réglementaire» s’est consolidé, avec l’évaluation de huit dossiers, dont cinq ont été validés pour passer en phase d’expérimentation. Ce cadre, qui permet à des porteurs de projets innovants de tester leurs solutions en environnement contrôlé, s’inscrit dans une logique de co-construction entre innovation technologique et exigence réglementaire. Les projets concernés touchent notamment aux paiements digitaux, à l’agrégation de comptes et à l’authentification numérique. Parallèlement, BAM a renforcé les synergies avec le Centre marocain d’innovation financière (CMIF) et a maintenu un dialogue ouvert avec les incubateurs et opérateurs de l’écosystème. Ce rôle de «facilitateur-régulateur» vise à éviter une prolifération non maîtrisée d’offres financières numériques, tout en soutenant leur émergence dans un cadre sécurisant pour les consommateurs et le système bancaire. 2024 marque également la première année effective de fonctionnement pour les plateformes marocaines de financement participatif. À ce jour, huit demandes d’agrément ont été traitées, dont deux plateformes ont obtenu l’aval des autorités. L’activité reste encore marginale, mais BAM assure un monitoring étroit de ces opérateurs, en lien avec l’AMMC et le ministère des Finances. L’objectif est d’anticiper les risques liés à la liquidité, à la gouvernance ou au blanchiment, tout en permettant à ce canal alternatif de financement de se développer, notamment au profit des TPE/PME et des projets à impact social. Open banking, un chantier structurant Le lancement en 2024 d’un projet de mise en place de l’Open banking marque une évolution majeure. BAM a initié les travaux préparatoires à l’élaboration d’un cadre réglementaire pour organiser l’accès sécurisé aux données bancaires par des tiers agréés (TPP – Third Party Providers). Ce chantier, encore à ses débuts, suppose la définition de standards d’API, de protocoles d’authentification forte et de mécanismes de consentement explicite. Le régulateur entend s’inspirer des bonnes pratiques européennes (PSD2) tout en adaptant le dispositif aux spécificités du marché marocain. Au-delà de l’ouverture des données, ce projet soulève des enjeux majeurs : équilibre entre innovation et protection des données personnelles, responsabilité des parties prenantes en cas d’incidents, standardisation technique dans un marché encore très hétérogène en matière d’infrastructures digitales. Surveillance du mobile banking et cybersécurité Enfin, BAM a poursuivi la supervision des services bancaires sur mobile, dont l’usage continue de progresser. Le nombre de comptes de paiement est en hausse, avec plus de 8,3 millions d’unités à fin 2024, dont près de la moitié ouverts par des établissements de paiement. BAM note une montée en charge progressive, mais appelle à renforcer l’inclusion digitale, notamment dans les zones rurales. Dans un contexte de montée des cybermenaces, la surveillance prudentielle intègre désormais des indicateurs spécifiques liés à la sécurité des systèmes d’information et à la résilience opérationnelle des établissements. Une attention particulière est portée aux plans de continuité d’activité et aux dispositifs de gestion des incidents. Bank Al-Maghrib joue un rôle d’équilibriste dans la digitalisation du secteur financier : soutenir l’innovation sans compromettre la stabilité. Le rapport 2024 illustre cette approche progressive, où chaque nouvelle technologie fait l’objet d’un encadrement prudent, dans l’attente d’un cadre réglementaire mature.",https://fnh.ma/article/actualite-financiere-maroc/digitalisation-services-financiers,2025-08-06 15:05:34.141907,Finance News - Financial,2ae3c95915fee0b71fb0d002a1567bea,2025-08-06 15:05:34,asset management
Établissements de crédit : résilience du secteur et accélération des réformes,"Présenté lors d’une conférence de presse par Nabil Badr, adjoint au directeur de la direction de la Supervision bancaire chez BAM, ce rapport dresse le bilan des activités de régulation et de contrôle de la Banque centrale, ainsi que des activités des établissements de crédits et organismes assimilés pour l’exercice 2024. A cette occasion, Nabil Badr a souligné que l’économie nationale a fait preuve d’une résilience notable avec une croissance de 3,8% et un recul très sensible de l’inflation à 0,9%, en dépit d’un environnement international incertain et de la succession des années de sécheresse. Il a indiqué que le crédit bancaire a progressé de 4,6% et les dépôts collectés auprès de la clientèle se sont accrus de 9,2%, tandis que le taux des créances en souffrance s’est stabilisé à 8,4% sur base individuelle et 9% sur base consolidée par rapport à l’année 2023. Dans ces conditions favorables, Bank Al-Maghrib a amorcé un assouplissement de sa politique monétaire, réduisant son taux directeur à deux reprises, en juin et en décembre, d’un total de 50 points de base à 2,50%. Badr a également mis l’accent sur la progression remarquable des résultats cumulés des banques conventionnelles de 24,1%, confortant la solidité et la résilience du secteur bancaire, ainsi que sur les banques participatives qui ont atteint l’équilibre de leurs résultats après une période de montée progressive de leurs activités. Sur le plan prudentiel, le ratio de solvabilité moyen s’est établi à 16,2%, et le ratio moyen de fonds propres de catégorie 1 s’est situé à 13,5%, dépassant largement les minima réglementaires qui sont respectivement de 12% et 9%, a relevé Badr, notant que le ratio de liquidité moyen à court terme s’est également maintenu à un niveau confortable. Côté régulation, le rapport souligne que Bank Al-Maghrib a accordé une attention renforcée aux risques croissants induits par le changement climatique et le développement des services bancaires en ligne. Dans ce sens, la Banque centrale a édicté deux nouvelles directives réglementaires destinées aux institutions bancaires précisant ses exigences en matière de gestion des risques climatiques et a contribué à la conception de la stratégie de développement de la finance climat à horizon 2030, selon le responsable. En ce qui concerne la digitalisation des services financiers, Bank Al-Maghrib a entrepris une réforme importante du cadre réglementaire régissant les établissements et services de paiement afin de dynamiser les paiements numériques, a-t-il dit. Il poursuit que la Banque centrale a octroyé des agréments à trois sociétés de crowdfunding, dont une spécialisée dans le financement par don, et a renforcé en parallèle la surveillance des cyber risques et amélioré la coordination avec la Direction générale de la sécurité des systèmes d’information (DGSII) relevant de l’administration de la Défense nationale. Selon le directeur de la Supervision bancaire, BAM a également entrepris des mesures visant à promouvoir un usage sécurisé des services bancaires digitaux et à sensibiliser le public par rapport aux actions de prévention contre les risques d’escroqueries financières, démontrant ainsi son engagement continu pour la protection de la clientèle et le développement d’un secteur bancaire moderne et résilient. L’année 2024 a été marquée par la finalisation de réformes législatives et réglementaires visant à rehausser l’efficacité du dispositif de gestion de crises bancaires. Ces réformes portent sur la refonte des outils de traitement des difficultés des établissements de crédit, la révision du mécanisme interne d’octroi de liquidité d’urgence en faveur des banques, ainsi que la finalisation d’un projet de loi ayant pour objectif la création d’un marché secondaire des créances non performantes.",https://fnh.ma/article/actualite-financiere-maroc/etablissements-credit-maroc,2025-08-06 15:05:51.356508,Finance News - Financial,abdef97aa693cccc2d5dc2b8e2b13fcd,2025-08-06 15:05:51,asset management
CMT : le compte à rebours est lancé pour Luc Gérard,"Luc Gérard, PDG d’AMG et actionnaire de référence de CMT, a négocié une nouvelle option d’achat lui permettant, dans un délai de six mois, de récupérer 50 % des actions désormais détenues par SVL. Passé ce délai et sans exercice de cette option, AMG ne sera plus actionnaire de CMT. Luc Gérard, PDG d’AMG et actionnaire de référence de CMT, a négocié une nouvelle option d’achat lui permettant, dans un délai de six mois, de récupérer 50 % des actions désormais détenues par SVL. Passé ce délai et sans exercice de cette option, AMG ne sera plus actionnaire de CMT. Lion Capital Advisors LLC, société de gestion d’actifs basée à Miami agissant pour le compte du fonds Strategos Ventures Ltd. (SVL), a exercé une option lui permettant de se faire rembourser son investissement dans CMT, détenue via le fonds OSEAD. Lion Capital Advisors LLC, société de gestion d’actifs basée à Miami agissant pour le compte du fonds Strategos Ventures Ltd. (SVL), a exercé une option lui permettant de se faire rembourser son investissement dans CMT, détenue via le fonds OSEAD. 1. Ce qui vient de se passer Lion Capital Advisors LLC, société de gestion d’actifs basée à Miami agissant pour le compte du fonds Strategos Ventures Ltd. (SVL), a exercé une option lui permettant de se faire rembourser son investissement dans CMT, détenue via le fonds OSEAD. Cette opération porte sur 5.100 parts du fonds, correspondant à une créance de 24 millions d’euros. En conséquence, AMG, société dirigée par Luc Gérard et jusqu’ici actionnaire de référence de CMT, ne détient plus d’actions de la minière cotée à la Bourse de Casablanca et n’a plus d’obligations financières vis-à-vis de SVL. 2. Originie de l'histoire En juillet 2022, San Antonio Securities, alors actionnaire d’OSEAD, avait réclamé le remboursement en numéraire de l’avance ayant permis à AMG de financer sa participation indirecte de 37,04 % dans CMT. Pour honorer cette demande, Luc Gérard avait fait entrer SVL au capital d’OSEAD en lui faisant acheter les parts de San Antonio Securities. SVL avait dès lors sécurisé son investissement en négociant une option lui permettant, en l’absence de remboursement en cash, d’être payé en actions CMT à l’été 2025. C’est cette option que SVL vient d’exercer. 3. Ce qui va se passer Une nouvelle négociation, non prévue dans la convention initiale, permet désormais à AMG de racheter 50 % des parts d’OSEAD (CMT) détenues par SVL. Cette option court pendant six mois à compter du 4 août 2025 et suppose le versement en numéraire de 24 millions d’euros, majorés d’intérêts annuels de 14,85 %, calculés prorata temporis. Luc Gérard dispose donc de 6 mois pour trouver un nouvel investisseur prêt à financer cette opération. Passé ce délai, il sortira définitivement du tour de table de CMT. Sur le plan de la gouvernance, ces mouvements n’entraînent aucun changement : SVL est déjà actionnaire depuis 3 ans. Il est représenté au Conseil d'administration par German Chapparo et la présidence de CMT reste assurée par la CIMR. Luc Gérard, lui, a quitté le Conseil d’administration lors de la dernière Assemblée générale.",https://boursenews.ma/article/marches/CMT-compte-rebours-lance,2025-08-11 14:42:25.100137,Boursenews,4f3aec7a647e65dd9000a7df54714310,2025-08-11 14:42:25,corporate finance; private equity
"Liquidité bancaire: Le déficit moyen recule de 0,25% du 31 juillet au 06 août","Ce déficit intervient au moment où les avances 7 jours de Bank Al-Maghrib (BAM) progressent de 2 MMDH pour s'établir à 53,4 MMDH, fait savoir BKGR dans sa récente note ""Fixed Income Weekly"". De leur côté, les placements du Trésor augmentent avec un encours quotidien maximal de 14,1 MMDH, contre un encours quotidien maximal de 13,8 MMDH lors de la période précédente. Concernant le taux moyen pondéré, il se stabilise à 2,25% au même moment où le MONIA (Moroccan Overnight Index Average : indice monétaire de référence au jour le jour, calculé sur la base des transactions de pensions livrées ayant comme collatéral les bons du Trésor) recule à 2,24%. Côté perspectives, BKGR indique que la Banque Centrale devrait baisser le rythme de ses interventions sur le marché monétaire, fixant ainsi le volume de ses avances à 7 jours à 48,3 MMDH.",https://boursenews.ma/article/marches/BKGR-banques-deficit-de-liquidite-du-31-juillet-au-06-aout,2025-08-11 14:42:27.222883,Boursenews,bdf30dabffcdf288555815e2fe48895c,2025-08-11 14:42:27,asset management; brokerage&custody
Une zone d’activités économiques et artisanales à Ouezzane,"Selon 2M, le Conseil de la région Tanger-Tétouan-Al Hoceima a souligné que le taux d’avancement des travaux de création de la zone d’activités économiques et artisanales d'Ouezzane a atteint environ 95%. Cette zone s’étend sur une superficie de 6,7 hectares, pour un coût global estimé à 96 MDH. Aussi, cet espace économique intégré, prévoit l'aménagement de 227 ateliers destinés à accueillir des activités artisanales polluantes et nuisibles, sur des superficies allant de 60 à 80 m², ainsi que l'équipement de 18 lots de terrain dédiés aux activités industrielles, d'une superficie allant de 500 à 1.000 m².",https://flm.ma/news.php?id=55121,2025-08-11 14:44:54.599743,FLM,899cd0dfb3de47954735ebed981c8728,2025-08-11 14:44:54,real estate
Donald Trump exige la démission du patron d’Intel,"Le président américain Donald Trump a exigé jeudi la démission immédiate du nouveau PDG d'Intel, Lip-Bu Tan, en raison de ses liens avec des entreprises chinoises. Les déclarations de Donald Trump interviennent au lendemain d'une révélation de Reuters selon laquelle le sénateur républicain, Tom Cotton, avait adressé une lettre au président du conseil d'administration d'Intel, soulevant des questions sur les liens de Lip-Bu Tan avec des sociétés chinoises (200 millions de dollars investis dans des centaines d'entreprises chinoises) ainsi qu'une affaire pénale récente impliquant son ancienne entreprise, Cadence Design. Lip-Bu Tan, homme d'affaires sino-américain né en Malaisie, a également été PDG de Cadence Design de 2008 à 2021. Durant cette période, l'éditeur de logiciels de conception de puces a vendu des produits à une université militaire chinoise soupçonnée d'être impliquée dans la simulation d'explosions nucléaires. Le mois dernier, Cadence a accepté de plaider coupable et de payer plus de 140 M$ pour régler les accusations américaines liées à ces ventes. Pour sa part, le patron d’Intel a indiqué dialoguer avec l'administration pour répondre aux questions soulevées et assurer qu'ils disposent des faits.",https://flm.ma/news.php?id=55116,2025-08-11 14:45:38.226354,FLM,2e0c6dbd29a8bacd89e57767b7335ed2,2025-08-11 14:45:38,corporate finance
Virgin ouvre un 11ème magasin au Maroc,"Virgin Megastore a annoncé une nouvelle ouverture à Casablanca. L’enseigne spécialisée dans la distribution de produits technologiques et culturels inaugure son 4ème magasin dans la métropole, portant à onze son réseau national. Implanté sur l’avenue 2 Mars à Casablanca, le nouveau magasin Virgin Megastore qui s’étend sur une superficie de 455 m², a nécessité un investissement de 10 MDH.",https://flm.ma/news.php?id=55114,2025-08-11 14:46:22.874451,FLM,f37cdf2c8a8ca6070f1f572d46017558,2025-08-11 14:46:22,real estate
Les prévisions du PLF 2026,"Selon le PLF 2026, l’Exécutif s’engage également à poursuivre la consolidation des équilibres macroéconomiques pour soutenir une croissance durable, maîtriser l’endettement et préserver le pouvoir d’achat. Ainsi, et en application des priorités fixées, il est prévu d’atteindre un taux de croissance de près de 4,5% en 2026 avec une réduction du déficit budgétaire à 3% du PIB (3,5% en 2025) et une maîtrise du taux d’endettement à 65,8% du PIB à l’horizon 2026 (67,7% en 2024). Selon les projections actualisées de Bank Al-Maghrib, la croissance s'établirait à 4,6% en 2025, puis se consoliderait à 4,4% en 2026. Aussi, le déficit budgétaire, hors produit de cession des participations de l’Etat, devrait, selon les projections de Bank Al-Maghrib, se maintenir à 3,9% du PIB en 2025 avant de s’alléger à 3,4% en 2026.",https://flm.ma/news.php?id=55125,2025-08-11 14:47:33.629767,FLM,50f118e8ec16e440f9a76b02390883a2,2025-08-11 14:47:33,corporate finance
"Label Vie réalise un chiffre d’affaires de 8,7 milliards de dirhams au premier semestre 2025 (+12%)","Le premier semestre a été marqué par un rythme soutenu d’ouvertures, avec 44 nouveaux points de vente, dont 42 sous l’, confirmant la priorité donnée au format. Cette dynamique s’est accompagnée d’une implantation dans de nouvelles villes au-delà du, renforçant ainsi la couverture territoriale du groupe. Ces ouvertures ont permis une progression de 15,2% des ventes à périmètre total et contribué à l’amélioration globale du chiffre d’affaires.La fréquentation des magasins a bondi de 23%, totalisant 41 millions de passages au premier semestre 2025, contre 33 millions un an auparavant. Cette croissance illustre l’attractivité des différents formats du groupe, ainsi que la montée en puissance de l’activité hyper cash, soutenue par les six ouvertures réalisées en 2024 et pleinement opérationnelles cette année.Les investissements nets sur la période se sont élevés à 751 millions de dirhams, dont 420 millions au deuxième trimestre, en lien avec les ouvertures déjà réalisées et celles prévues pour le second semestre. L’endettement net, à 4,114 milliards de dirhams, n’affiche qu’une hausse limitée de 141 millions depuis fin 2024, traduisant un recours mesuré à l’endettement grâce à la capacité d’autofinancement du groupe.Fort de ces performances, Label Vie maintient ses objectifs 2025 fixés en début d’année : une augmentation de 15 à 20% de la surface totale de vente, tous formats confondus, et un chiffre d’affaires annuel visé de 19 milliards de dirhams.",https://lematin.ma/economie/label-vie-chiffre-daffaires-en-hausse-de-12-au-premier-semestre-2025/295542,2025-08-08 09:03:00,Le Matin,c1d4b2157320ca1cdfb162f73d542ce7,2025-08-11 14:48:35,corporate finance; real estate
